Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_Z_score,CoapplicantIncome_Z_score,LoanAmount_Z_score
LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,Y,0.6424151162217238,-0.5540356092387769,0.4859111757880729
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,Y,-0.084867530965812,-0.5540356092387769,-1.1498450487982586
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N,1.0797995936660396,-0.5540356092387769,0.20549582300184466
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,N,0.10305065021161115,-0.5540356092387769,0.15875993087080661
LP001658,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,Y,-0.2529790048936984,-0.5540356092387769,-0.8226938038809923
LP001664,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,Y,-0.19846963700860962,-0.5540356092387769,-0.30859899043957384
LP001665,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N,-0.372965090959074,0.32866458366549417,0.27559966119840174
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,Y,0.47954177974826034,0.727468735860339,0.4742272027553134
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,,1.0,Urban,Y,-0.5723416978180473,0.2541664644037322,-0.30859899043957384
LP001671,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,,Semiurban,Y,-0.3253307784829153,0.40828872030765256,-0.3903868016688904
LP001673,Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,N,0.9161077982153226,-0.5540356092387769,-0.7409059926516757
LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y,-0.4589032835707004,0.3003006208273004,-0.6591181814223591
LP001677,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,Y,-0.07864724273868474,-0.5540356092387769,0.22886376906736366
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,Y,-0.3115806676650551,-0.18393715437415226,-0.13333939494818117
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,Y,-0.24332118896210608,-0.5540356092387769,-0.26186309830853577
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y,-0.16294851739580402,-0.5540356092387769,-0.30859899043957384
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,-0.3534857673004386,-0.5540356092387769,-0.7759579117499542
LP001698,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,-0.2338270648259645,0.31089439008011976,-1.068057237568942
LP001699,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,-0.4787099908202372,-0.5540356092387769,-1.021321345437904
LP001702,Male,No,0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,N,-0.32500339489201385,-0.5540356092387769,-0.22681117921025726
LP001708,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,0.7524160027646056,-0.5540356092387769,0.7896944746398201
LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,-0.32303909334660524,-0.12686749420573828,-0.21512720617749773
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,0.3901660594321688,-0.5540356092387769,1.0934777734915675
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,0.049032357712874536,-0.5540356092387769,-0.19175926011197872
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y,-0.36510788477743955,0.4783442911730709,-0.10997144888266214
LP001720,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,-0.2542885392573041,-0.21811060357679535,-0.542278451094764
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,-0.8599481824249571,0.06108647640879874,-0.13333939494818117
LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,-0.2744226300977423,0.052543114108137966,-0.18007528707921922
LP001732,Male,Yes,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,N,-0.06604297448897953,-0.5540356092387769,-0.8694296960120304
LP001734,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,,Semiurban,Y,-0.18340999182714365,0.260317685260208,-0.22681117921025726
LP001736,Male,Yes,0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N,-0.5209424740465222,-0.5540356092387769,-1.0096373724051444
LP001743,Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,-0.22826154378064012,0.032722513570604975,-0.35533488257061185
LP001744,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,-0.3981736274584844,0.3997453580069918,-0.028183637653345566
LP001749,Male,Yes,0,Graduate,No,7578,1010.0,175.0,,1.0,Semiurban,Y,0.35595447418296894,-0.20888377229208172,0.3340195263621993
LP001750,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,0.13857176982441674,-0.5540356092387769,-0.21512720617749773
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,-0.3525036165277343,-0.5540356092387769,0.27559966119840174
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,-0.10942130028341955,-0.5540356092387769,-0.09828747584990263
LP001758,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,0.13857176982441674,0.02520435474602349,0.7429585825087821
LP001760,Male,,,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,-0.10565638898805306,-0.5540356092387769,0.13539198480528758
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,0.1631255391420243,-0.5540356092387769,0.626118852181187
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,-0.4767456892748286,0.1478870373835122,-0.495542558963726
LP001768,Male,Yes,0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,Y,-0.2762232398477002,-0.5540356092387769,-1.2199488869948156
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,Y,-0.3624888160502281,0.33379060104589064,-0.30859899043957384
LP001776,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,0.47954177974826034,-0.5540356092387769,1.5608366948019479
LP001778,Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,-0.36805433709555246,0.05391005207624369,-0.07491952978438361
LP001784,Male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,0.01580292323637898,-0.12345014928547397,0.27559966119840174
LP001786,Male,Yes,0,Graduate,,5746,0.0,255.0,360.0,,Urban,N,0.05607110491725537,-0.5540356092387769,1.2687373689829602
LP001788,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,,Urban,Y,-0.3176372640967316,-0.5540356092387769,-0.2852310443740548
LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,-0.2605088274844314,-0.5540356092387769,-0.4020707747016499
LP001792,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,-0.3418636498234377,-0.5540356092387769,-0.589014343225802
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,0.06802060598515772,1.1546368508933778,-0.30859899043957384
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,-0.47363554516126494,0.12362388844963561,-0.07491952978438361
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y,-0.3991557782311887,1.3941927298039059,0.10034006570700905
LP001807,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,0.13857176982441674,-0.10978076960441673,-0.44880666683268794
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,-0.32696769643742246,0.9554056420419684,-0.2735470713412953
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,0.10583341073427334,0.9266999447117482,-0.30859899043957384
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,Y,0.7037995395157427,-0.5540356092387769,-0.4020707747016499
LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y,0.19717343259577344,-0.5540356092387769,-0.10997144888266214
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,-0.4127421972535982,0.07578105956593527,-0.2735470713412953
LP001825,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,-0.5883834937722175,0.08432442186659604,-0.6591181814223591
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N,-0.6114640369307687,0.7753115647440393,0.6378028252139465
LP001836,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,-0.3235301687329574,-0.5540356092387769,-0.09828747584990263
LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,-0.4616860440933626,0.1865030349824989,-0.495542558963726
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,-0.44891808404820666,1.8726210186409091,1.5491527217691883
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,1.7754897243315868,-0.5540356092387769,0.532647067919111
LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,-0.37984014636800406,-0.5540356092387769,1.2687373689829602
LP001849,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,0.10501495175701976,-0.5540356092387769,-0.3670188556033714
LP001854,Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N,-0.025120025626300276,-0.5540356092387769,-0.6123822892913211
LP001859,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,1.5189846808603134,0.16360682401672802,1.8412520475881762
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,,Semiurban,N,-0.07733770837507901,-0.5540356092387769,-0.21512720617749773
LP001865,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,,Urban,Y,0.11123523998414701,0.8983359818735545,2.1450353464399234
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,-0.5472968531140876,0.200855883647609,-0.14502336798094068
LP001870,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,-0.3146908117786187,-0.5540356092387769,0.10034006570700905
LP001871,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y,0.29407897550259793,-0.5540356092387769,-0.30859899043957384
LP001872,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,-0.03887013644416051,-0.5540356092387769,-0.21512720617749773
LP001875,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,-0.21418404937187843,0.6239231847763305,0.053604173575971005
LP001877,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,-0.1138409787605889,-0.08004986879811724,0.041920200543211494
LP001882,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,-0.1752254020546078,0.06484555582108949,0.15875993087080661
LP001883,Female,No,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,N,-0.32500339489201385,-0.5540356092387769,-0.13333939494818117
LP001884,Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y,-0.4137243480263025,-0.020929801677544685,-0.6591181814223591
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,-0.35463160986859366,-0.5540356092387769,-1.3601565633879298
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,0.9400068003511273,-0.5540356092387769,-0.12165542191542165
LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,-0.42076309523068334,0.0805653424543053,-0.23849515224301676
LP001894,Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,-0.45562944766168606,0.20564016653597902,0.041920200543211494
LP001896,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y,-0.24610394948476827,-0.5540356092387769,-0.6591181814223591
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,-0.43434951425309287,0.07543932507390884,-0.3670188556033714
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,-0.23088061250785158,0.564803117655758,0.7079066634105036
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,-0.37656631045898975,-0.10978076960441673,-0.7759579117499542
LP001907,Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,1.5026155013152416,-0.5540356092387769,3.3835364879124312
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,,Rural,Y,-0.21336559039462485,-0.5540356092387769,-0.26186309830853577
LP001910,Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,-0.22105910478080856,0.2750122684173445,0.13539198480528758
LP001914,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y,-0.2416842710075989,-0.2806480156176322,-0.4020707747016499
LP001915,Male,Yes,2,Graduate,No,2301,985.7999877999998,78.0,180.0,1.0,Urban,Y,-0.5078471304104648,-0.2171537511682822,-0.7993258578154733
LP001917,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,-0.5880561101813161,0.015294054477256996,-1.0797412106017015
LP001924,Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y,-0.3675632617092003,0.48927979491791673,-0.6708021544551187
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,-0.4589032835707004,0.032722513570604975,-0.5539624241275235
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,-0.2781875413931088,0.12943337481408493,-0.30859899043957384
LP001931,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,-0.20943698730380764,-0.5540356092387769,-0.3670188556033714
LP001935,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y,0.6718796394028528,-0.5540356092387769,0.4742272027553134
LP001936,Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y,-0.3811496807316098,0.2715949234970802,-0.08660350281714312
LP001938,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,-0.16425805175940975,-0.5540356092387769,-0.22681117921025726
LP001940,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,-0.36838172068645386,-0.020929801677544685,-0.14502336798094068
LP001945,Female,No,,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N,0.002216504213969467,-0.5540356092387769,-0.03986761068610508
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,-0.494424403183506,0.5853071871773438,0.29896760726392074
LP001949,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y,-0.16163898303219829,-0.12686749420573828,-0.42543872076716893
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,0.2408791419811149,-0.5540356092387769,0.626118852181187
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,-0.12071603416951902,-0.5540356092387769,-0.13333939494818117
LP001955,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,-0.06604297448897953,0.31431173500038406,0.053604173575971005
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,-0.5548266757048206,0.44553777993853355,-0.3903868016688904
LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,-0.589856719931274,0.44861339036677145,-0.6240662623240806
LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,-0.4138880398217532,0.04399975180747719,-0.4838585859309665
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,-0.06604297448897953,-0.5540356092387769,-0.16839131404645968
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,-0.6185027841351495,0.062111679884878035,-0.589014343225802
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,-0.22973476993969655,0.3003006208273004,-0.07491952978438361
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y,-0.2686934172569672,0.015294054477256996,-0.13333939494818117
LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N,-0.4916416426608438,0.08261574940646389,-0.495542558963726
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,2.427474145611793,-0.5540356092387769,3.8976313013538495
LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,,Rural,Y,0.3705230439780828,-0.5540356092387769,0.4508592566897944
LP002002,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,-0.4070129844128231,-0.5540356092387769,-0.7292220196189162
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,-0.4053760664583159,0.26783584408478944,-0.4137547477344094
LP002006,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,-0.47412662054761706,-0.5540356092387769,-1.0563732645361825
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,Y,0.05607110491725537,-0.5540356092387769,-0.028183637653345566
LP002024,,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,-0.4796921415929415,0.07578105956593527,0.14707595783804708
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,-0.3281135390055775,0.0064089576845697905,-0.4137547477344094
LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,-0.27605954805224947,-0.5540356092387769,-0.30859899043957384
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,Y,-0.547624236704989,0.1752257967456267,-0.6824861274878782
LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,,Semiurban,Y,-0.3048693040515757,-0.5540356092387769,-0.4020707747016499
LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,0.7524160027646056,-0.5540356092387769,0.10034006570700905
LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,-0.4916416426608438,0.1865030349824989,-0.3670188556033714
LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,-0.17375217589555134,-0.4894477902457815,-0.26186309830853577
LP002055,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,,Rural,Y,-0.3662537273455946,0.4660418494601194,-0.16839131404645968
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,1.5708749800181907,-0.5540356092387769,1.794516155457138
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,0.534051147633349,1.1488273645289284,2.682498105946861
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,-0.07962939351138905,-0.5540356092387769,-0.19175926011197872
LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,0.06785691418970699,0.1841108935383139,0.43917528365703484
LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,-0.1752254020546078,0.28355563071800527,-0.42543872076716893
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,-0.4752724631157721,-0.5540356092387769,-0.9278495611758278
LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,-0.16687712048662123,0.05869433496461372,-0.3436509095378524
LP002098,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,-0.4040665320947102,-0.5540356092387769,-0.5656463971602831
LP002100,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y,-0.42076309523068334,-0.5540356092387769,-0.8811136690447898
LP002101,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,Y,9.483245296719499,-0.5540356092387769,4.0144710316814445
LP002103,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,0.7250794729243358,0.07236371464567096,0.41580733759151584
LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,Y,0.01629399862273113,0.9803522599598979,-0.8927976420775493
LP002110,Male,Yes,1,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,Y,-0.025120025626300276,-0.31892227872459245,0.15875993087080661
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,-0.4752724631157721,1.0179430540828054,0.34570349939495876
LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,-0.20354408266758184,-0.5540356092387769,-0.8811136690447898
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,-0.4512097691845167,-0.011702970392831049,0.3106515802966802
LP002116,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,-0.4952428621607596,-0.5540356092387769,-1.1732129948637775
LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,-0.13904951525999934,-0.13404391853829334,0.13539198480528758
LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,-0.36510788477743955,-0.5540356092387769,-0.8460617499465113
LP002128,Male,Yes,2,Graduate,,2583,2330.0,125.0,360.0,1.0,Rural,Y,-0.4616860440933626,0.24220575718280715,-0.2501791252757763
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,-0.4754361549112228,0.2859477721621903,0.15875993087080661
LP002130,Male,Yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,-0.3078157563696886,0.549766800006595,0.06528814660873052
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,-0.37984014636800406,0.18684476947452533,-0.23849515224301676
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,Y,0.15215818884682628,1.012133567718356,1.315473261113998
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,-0.4548109886844325,1.5818049659264164,0.4742272027553134
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,0.6023106263362981,-0.5540356092387769,0.9532700970984533
LP002140,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,0.5478012584512093,0.8699720190353607,1.887987939719214
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,-0.4480996250709531,0.15779733765227869,-0.6006983162585616
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,0.01580292323637898,-0.5540356092387769,-0.4838585859309665
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,-0.4878767313654773,-0.38145969076542935,-0.19175926011197872
LP002144,Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,-0.26034513568898066,-0.5540356092387769,-0.35533488257061185
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,0.47954177974826034,0.5282375270089298,0.21717979603460416
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,-0.2501962443710362,-0.5540356092387769,-0.9278495611758278
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,-0.3934265653904136,0.015294054477256996,-0.542278451094764
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,-0.03870644464870979,0.5282375270089298,0.626118852181187
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,-0.11138560182882815,-0.5540356092387769,-0.7642739387171947
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,-0.06604297448897953,0.6991047730221454,1.0467418813605294
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,-0.10696592335165879,0.24323096065888644,-0.19175926011197872
LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,,Urban,Y,-0.39129857204955426,0.4824451050773881,-0.6006983162585616
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,0.2322034768222269,-0.5540356092387769,-0.0632355567516241
LP002181,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,0.13300624877909237,-0.5540356092387769,-0.15670734101370018
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,-0.4752724631157721,-0.5540356092387769,-0.589014343225802
LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,,0.0,Rural,N,-0.04574519185309062,-0.5540356092387769,-0.26186309830853577
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,0.15084865448322052,-0.5540356092387769,0.3340195263621993
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,2.345137172500082,1.2455382257724084,4.949188874302205
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,1.6951170527652848,-0.5540356092387769,-1.068057237568942
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,-0.03575999233059688,-0.5540356092387769,0.10034006570700905
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,0.6415966572444701,2.1364400464853137,2.729233998077899
LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,-0.38327767407246915,0.12499082641774133,-0.4137547477344094
LP002209,Female,No,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,Y,-0.4320578291167828,-0.055444985372214206,-0.42543872076716893
